"","id_client","id_vehicle","id_policy","id_year","pol_bonus","pol_coverage","pol_duration","pol_sit_duration","pol_pay_freq","pol_payd","pol_usage","pol_insee_code","drv_drv2","drv_age1","drv_age2","drv_sex1","drv_sex2","drv_age_lic1","drv_age_lic2","vh_age","vh_cyl","vh_din","vh_fuel","vh_make","vh_model","vh_sale_begin","vh_sale_end","vh_speed","vh_type","vh_value","vh_weight"
"48973","A00044845","V01","A00044845-V01","Year 0",0.5,"Maxi",1,1,"Yearly","No","WorkPrivate","75116","No",61,0,"F","",42,0,1,1598,105,"Diesel","VOLKSWAGEN","GOLF",2,1,190,"Tourism",29380,1265
"48974","A00044846","V01","A00044846-V01","Year 0",0.5,"Maxi",13,2,"Yearly","No","Retired","44109","No",76,0,"F","",49,0,2,1461,68,"Diesel","RENAULT","CLIO",6,5,162,"Tourism",13400,1155
"48975","A00044847","V01","A00044847-V01","Year 0",0.5,"Maxi",12,1,"Monthly","No","WorkPrivate","94052","No",62,0,"F","",33,0,1,1390,123,"Gasoline","VOLKSWAGEN","GOLF",3,1,200,"Tourism",22160,1241
"48976","A00044848","V01","A00044848-V01","Year 0",0.5,"Maxi",19,4,"Monthly","No","Retired","35240","No",77,0,"F","",47,0,4,1461,68,"Diesel","RENAULT","CLIO",6,5,163,"Tourism",13050,1155
"48977","A00044849","V01","A00044849-V01","Year 0",0.85,"Maxi",4,4,"Monthly","No","WorkPrivate","69277","No",23,0,"F","",4,0,11,1242,60,"Gasoline","FIAT","PUNTO",12,9,155,"Tourism",9940,875
"48978","A00044850","V01","A00044850-V01","Year 0",0.5,"Maxi",21,1,"Biannual","No","Retired","29189","No",73,0,"F","",50,0,6,1149,59,"Gasoline","RENAULT","CLIO",10,8,160,"Tourism",11250,890
"48979","A00044851","V01","A00044851-V01","Year 0",0.5,"Mini",5,3,"Yearly","No","WorkPrivate","38185","No",77,0,"M","",41,0,22,2500,75,"Diesel","CITROEN","C25",24,20,122,"Commercial",17007,0
"48980","A00044852","V01","A00044852-V01","Year 0",0.5,"Maxi",9,2,"Biannual","No","WorkPrivate","92060","Yes",36,38,"M","F",18,16,9,1587,109,"Gasoline","PEUGEOT","307",10,7,190,"Tourism",16300,1176
"48981","A00044852","V02","A00044852-V02","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","92060","Yes",36,38,"M","F",18,16,2,1995,131,"Diesel","RENAULT","LAGUNA",4,2,203,"Tourism",28250,1462
"48982","A00044853","V01","A00044853-V01","Year 0",0.5,"Maxi",27,7,"Yearly","No","WorkPrivate","16078","Yes",56,43,"M","M",37,24,8,1124,60,"Gasoline","CITROEN","C3",9,9,156,"Tourism",11050,1053
"48983","A00044853","V02","A00044853-V02","Year 0",0.5,"Median2",19,14,"Yearly","No","WorkPrivate","16078","No",56,0,"M","",37,0,23,956,37,"Gasoline","RENAULT","EXPRESS",26,19,118,"Commercial",8064,1250
"48984","A00044854","V01","A00044854-V01","Year 0",0.72,"Maxi",11,2,"Monthly","No","WorkPrivate","34172","Yes",32,33,"F","M",11,15,7,1598,113,"Gasoline","RENAULT","MEGANE",8,6,193,"Tourism",19250,1200
"48985","A00044855","V01","A00044855-V01","Year 0",0.5,"Maxi",2,1,"Yearly","No","WorkPrivate","92063","Yes",49,21,"M","M",26,2,3,1968,170,"Diesel","AUDI","A3",5,3,222,"Tourism",29460,1340
"48986","A00044856","V01","A00044856-V01","Year 0",0.5,"Maxi",24,1,"Monthly","No","WorkPrivate","59165","No",56,0,"M","",35,0,5,1686,101,"Diesel","OPEL","ASTRA",5,4,181,"Tourism",21200,1365
"48987","A00044857","V01","A00044857-V01","Year 0",0.5,"Maxi",15,7,"Biannual","No","WorkPrivate","32208","No",55,0,"F","",29,0,12,1124,60,"Gasoline","PEUGEOT","206",13,11,158,"Tourism",10962,910
"48988","A00044858","V01","A00044858-V01","Year 0",0.5,"Median2",5,4,"Monthly","No","WorkPrivate","56177","Yes",52,23,"M","F",34,5,23,1721,93,"Gasoline","RENAULT","R19",23,19,181,"Tourism",14239,965
"48989","A00044858","V02","A00044858-V02","Year 0",0.5,"Median1",3,1,"Monthly","No","WorkPrivate","56177","Yes",52,21,"F","M",33,3,15,1171,60,"Gasoline","RENAULT","CLIO",19,15,155,"Tourism",11831,820
"48990","A00044859","V01","A00044859-V01","Year 0",0.5,"Median2",1,1,"Yearly","No","WorkPrivate","93066","No",77,0,"M","",52,0,5,1560,90,"Diesel","PEUGEOT","307",6,5,179,"Tourism",19100,1193
"48991","A00044860","V01","A00044860-V01","Year 0",0.5,"Maxi",13,2,"Biannual","No","WorkPrivate","93057","Yes",32,38,"M","F",13,20,3,1598,120,"Gasoline","PEUGEOT","207",4,2,200,"Tourism",20150,1200
"48992","A00044861","V01","A00044861-V01","Year 0",0.5,"Maxi",27,7,"Yearly","No","Retired","16359","No",67,0,"M","",47,0,8,1398,93,"Diesel","CITROEN","C3",9,9,180,"Tourism",14250,1058
"48993","A00044862","V01","A00044862-V01","Year 0",0.5,"Median2",5,2,"Biannual","No","Retired","68271","No",69,0,"F","",29,0,11,1598,111,"Gasoline","RENAULT","SCENIC",12,11,185,"Tourism",17517,1260
"48994","A00044863","V01","A00044863-V01","Year 0",0.5,"Maxi",7,4,"Biannual","No","WorkPrivate","85019","No",56,0,"F","",35,0,4,1686,101,"Diesel","OPEL","MERIVA",8,2,178,"Tourism",18120,1380
"48995","A00044864","V01","A00044864-V01","Year 0",0.5,"Median2",2,2,"Yearly","No","WorkPrivate","94078","No",68,0,"M","",35,0,16,1799,123,"Gasoline","MERCEDES BENZ","C180",18,15,190,"Tourism",25719,1185
"48996","A00044865","V01","A00044865-V01","Year 0",0.5,"Maxi",33,5,"Yearly","No","Retired","62048","No",65,0,"M","",38,0,10,998,68,"Gasoline","TOYOTA","YARIS",12,10,155,"Tourism",9940,840
"48997","A00044866","V01","A00044866-V01","Year 0",0.5,"Mini",6,1,"Monthly","No","WorkPrivate","42026","No",46,0,"M","",28,0,17,1769,60,"Diesel","PEUGEOT","205",28,18,155,"Tourism",11564,850
"48998","A00044867","V01","A00044867-V01","Year 0",0.5,"Maxi",3,3,"Yearly","No","WorkPrivate","68374","No",51,0,"M","",32,0,12,1951,136,"Diesel","BMW","320",13,10,207,"Tourism",26298,1450
"48999","A00044868","V01","A00044868-V01","Year 0",0.5,"Maxi",28,1,"Yearly","No","WorkPrivate","21458","No",56,0,"M","",35,0,9,1686,101,"Diesel","HONDA","CIVIC",9,6,182,"Tourism",19800,1257
"49000","A00044868","V02","A00044868-V02","Year 0",0.5,"Mini",13,1,"Yearly","No","WorkPrivate","21458","No",56,0,"M","",35,0,11,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"49001","A00044869","V01","A00044869-V01","Year 0",0.5,"Maxi",21,1,"Biannual","No","WorkPrivate","44183","Yes",48,38,"F","M",28,16,6,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"49002","A00044870","V01","A00044870-V01","Year 0",0.5,"Maxi",15,3,"Yearly","No","WorkPrivate","44029","Yes",41,39,"M","F",21,21,3,1870,131,"Diesel","RENAULT","MEGANE",6,4,200,"Tourism",25550,1250
"49003","A00044871","V01","A00044871-V01","Year 0",0.76,"Maxi",2,2,"Biannual","No","WorkPrivate","69244","No",29,0,"M","",11,0,9,1598,113,"Gasoline","RENAULT","MEGANE",9,6,192,"Tourism",17350,1175
"49004","A00044872","V01","A00044872-V01","Year 0",0.5,"Mini",2,2,"Monthly","No","WorkPrivate","33192","No",49,0,"F","",30,0,16,1488,51,"Diesel","OPEL","CORSA",16,15,150,"Tourism",10611,850
"49005","A00044873","V01","A00044873-V01","Year 0",0.54,"Maxi",21,8,"Biannual","No","Retired","62413","No",82,0,"F","",21,0,15,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"49006","A00044874","V01","A00044874-V01","Year 0",0.5,"Median2",14,14,"Yearly","No","WorkPrivate","40306","No",49,0,"M","",29,0,18,2443,116,"Diesel","BMW","325",20,13,198,"Tourism",27060,1260
"49007","A00044875","V01","A00044875-V01","Year 0",0.5,"Maxi",14,14,"Yearly","No","WorkPrivate","88055","No",40,0,"M","",22,0,19,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",14788,905
"49008","A00044876","V01","A00044876-V01","Year 0",0.5,"Maxi",4,4,"Biannual","No","Retired","65240","Yes",78,83,"F","M",47,60,8,1997,90,"Diesel","CITROEN","XSARA",12,6,175,"Tourism",20750,1320
"49009","A00044877","V01","A00044877-V01","Year 0",0.5,"Median2",8,3,"Monthly","No","WorkPrivate","62043","No",42,0,"M","",20,0,16,1769,60,"Diesel","CITROEN","C15",27,13,134,"Commercial",12190,1530
"49010","A00044878","V01","A00044878-V01","Year 0",0.5,"Mini",8,2,"Monthly","No","Retired","65308","No",59,0,"M","",39,0,11,1905,63,"Diesel","SUZUKI","SAMURAI",13,11,130,"Tourism",12639,1130
"49011","A00044879","V01","A00044879-V01","Year 0",0.5,"Mini",5,2,"Monthly","No","WorkPrivate","08105","No",47,0,"M","",28,0,20,2499,75,"Diesel","UNIC","DAILY 35",22,15,109,"Commercial",28884,0
"49012","A00044880","V01","A00044880-V01","Year 0",0.5,"Median1",25,2,"Biannual","No","Retired","31069","Yes",82,55,"M","M",60,37,22,1905,71,"Diesel","CITROEN","BX19",24,21,165,"Tourism",14971,990
"49013","A00044881","V01","A00044881-V01","Year 0",0.5,"Maxi",18,1,"Biannual","No","WorkPrivate","95183","Yes",47,39,"M","F",18,5,1,1998,127,"Diesel","TOYOTA","VERSO",1,1,185,"Tourism",26700,1540
"49014","A00044882","V01","A00044882-V01","Year 0",0.5,"Maxi",18,2,"Monthly","No","WorkPrivate","27161","Yes",39,44,"F","M",21,24,2,1124,60,"Gasoline","PEUGEOT","206",2,1,155,"Tourism",11550,945
"49015","A00044883","V01","A00044883-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","06088","Yes",62,64,"M","F",42,36,2,998,70,"Gasoline","TOYOTA","YARIS",6,2,155,"Tourism",11950,980
"49016","A00044884","V01","A00044884-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","Professional","65467","No",47,0,"M","",28,0,11,2494,105,"Diesel","NISSAN","PICK UP",13,9,145,"Commercial",23705,1800
"49017","A00044885","V01","A00044885-V01","Year 0",0.5,"Median1",1,1,"Yearly","No","WorkPrivate","75107","No",46,0,"M","",22,0,15,1489,89,"Gasoline","MAZDA","323",17,16,177,"Tourism",16084,1105
"49018","A00044886","V01","A00044886-V01","Year 0",0.5,"Maxi",3,1,"Monthly","No","WorkPrivate","42166","No",56,0,"M","",38,0,10,1149,75,"Gasoline","RENAULT","TWINGO",11,5,170,"Tourism",10500,845
"49019","A00044887","V01","A00044887-V01","Year 0",0.5,"Maxi",25,1,"Biannual","No","WorkPrivate","69386","No",55,0,"M","",34,0,2,1984,200,"Gasoline","AUDI","TT",3,1,226,"Tourism",42290,1360
"49020","A00044888","V01","A00044888-V01","Year 0",0.9,"Maxi",3,2,"Monthly","No","WorkPrivate","19031","No",28,0,"F","",3,0,5,1398,68,"Diesel","PEUGEOT","206",10,6,168,"Tourism",14500,1049
"49021","A00044889","V01","A00044889-V01","Year 0",0.72,"Median1",6,1,"Yearly","No","WorkPrivate","92044","Yes",35,22,"M","F",10,2,17,954,45,"Gasoline","PEUGEOT","106",19,17,145,"Tourism",9818,850
"49022","A00044890","V01","A00044890-V01","Year 0",0.5,"Median1",19,4,"Monthly","No","WorkPrivate","60013","No",45,0,"M","",23,0,21,1995,111,"Gasoline","RENAULT","ESPACE",27,24,175,"Tourism",17540,1200
"49023","A00044891","V01","A00044891-V01","Year 0",0.5,"Maxi",22,2,"Biannual","No","WorkPrivate","12133","No",52,0,"M","",33,0,3,1995,150,"Diesel","RENAULT","LAGUNA",4,3,210,"Tourism",28400,1480
"49024","A00044892","V01","A00044892-V01","Year 0",0.5,"Median2",29,3,"Biannual","No","Retired","63014","No",74,0,"F","",45,0,20,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"49025","A00044893","V01","A00044893-V01","Year 0",0.5,"Mini",13,5,"Yearly","No","WorkPrivate","75113","No",56,0,"F","",19,0,24,1809,135,"Gasoline","NISSAN","BLUEBIRD",27,25,195,"Tourism",13706,1100
"49026","A00044894","V01","A00044894-V01","Year 0",0.5,"Maxi",6,1,"Yearly","No","WorkPrivate","57672","No",39,0,"M","",19,0,1,1968,140,"Diesel","VOLKSWAGEN","GOLF",2,1,210,"Tourism",28250,1420
"49027","A00044895","V01","A00044895-V01","Year 0",0.5,"Median2",13,3,"Monthly","No","WorkPrivate","34301","Yes",50,22,"M","F",30,4,6,1398,68,"Diesel","PEUGEOT","206",9,9,168,"Tourism",14520,1049
"49028","A00044896","V01","A00044896-V01","Year 0",0.58,"Maxi",7,1,"Yearly","No","Professional","85177","Yes",39,35,"M","F",20,17,1,1560,109,"Diesel","PEUGEOT","5008",2,1,185,"Tourism",25100,1502
"49029","A00044897","V01","A00044897-V01","Year 0",0.5,"Maxi",10,2,"Yearly","No","WorkPrivate","12145","No",71,0,"F","",40,0,5,1461,71,"Diesel","RENAULT","KANGOO",8,6,146,"Commercial",16086,1675
"49030","A00044898","V01","A00044898-V01","Year 0",0.8,"Median2",1,1,"Monthly","No","WorkPrivate","94034","No",49,0,"F","",16,0,13,1332,75,"Gasoline","TOYOTA","STARLET",15,12,165,"Tourism",11160,860
"49031","A00044899","V01","A00044899-V01","Year 0",0.5,"Median2",23,7,"Monthly","No","Retired","22257","No",76,0,"F","",28,0,12,954,51,"Gasoline","CITROEN","SAXO",15,13,149,"Tourism",8980,805
"49032","A00044900","V01","A00044900-V01","Year 0",0.5,"Maxi",27,1,"Yearly","Yes","Retired","77378","No",87,0,"M","",64,0,6,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"49033","A00044901","V01","A00044901-V01","Year 0",0.5,"Median2",4,1,"Monthly","No","WorkPrivate","38169","No",36,0,"F","",16,0,11,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"49034","A00044902","V01","A00044902-V01","Year 0",0.5,"Maxi",7,1,"Monthly","No","WorkPrivate","17443","Yes",60,58,"F","M",41,34,3,1560,90,"Diesel","PEUGEOT","PARTNER",3,1,161,"Tourism",19800,1407
"49035","A00044903","V01","A00044903-V01","Year 0",0.58,"Maxi",4,4,"Yearly","No","Retired","33065","No",84,0,"F","",49,0,12,1587,90,"Gasoline","PEUGEOT","206",13,11,185,"Tourism",12562,1025
"49036","A00044904","V01","A00044904-V01","Year 0",0.5,"Maxi",1,1,"Biannual","No","WorkPrivate","59109","Yes",61,57,"M","F",38,37,12,1390,96,"Gasoline","RENAULT","MEGANE",12,11,190,"Tourism",20718,1115
"49037","A00044905","V01","A00044905-V01","Year 0",0.76,"Mini",9,3,"Quarterly","No","WorkPrivate","75105","No",66,0,"M","",48,0,13,2771,193,"Gasoline","AUDI","A8",15,9,236,"Tourism",58320,1510
"49038","A00044906","V01","A00044906-V01","Year 0",0.5,"Maxi",26,5,"Yearly","No","WorkPrivate","84035","Yes",59,60,"F","M",37,41,13,1108,56,"Gasoline","FIAT","PUNTO",18,16,150,"Tourism",9254,840
"49039","A00044907","V01","A00044907-V01","Year 0",0.9,"Mini",5,1,"Yearly","No","WorkPrivate","13001","Yes",56,59,"F","M",36,28,11,1299,60,"Gasoline","FORD","FIESTA",12,9,155,"Tourism",9850,930
"49040","A00044908","V01","A00044908-V01","Year 0",0.5,"Median1",11,9,"Biannual","No","WorkPrivate","78146","Yes",46,47,"M","F",24,24,20,1588,81,"Diesel","VOLKSWAGEN","GOLF",22,18,171,"Tourism",16358,990
"49041","A00044909","V01","A00044909-V01","Year 0",0.5,"Mini",1,1,"Biannual","No","WorkPrivate","40157","No",53,0,"M","",34,0,22,2826,116,"Diesel","EBRO","PATROL",22,17,140,"Tourism",24789,1880
"49042","A00044910","V01","A00044910-V01","Year 0",0.63,"Median2",6,1,"Biannual","Yes","Retired","64129","No",64,0,"F","",45,0,6,1587,109,"Gasoline","CITROEN","C4",7,3,194,"Tourism",18950,1200
"49043","A00044911","V01","A00044911-V01","Year 0",0.64,"Median1",5,1,"Biannual","No","WorkPrivate","34090","Yes",36,37,"F","M",17,19,12,1390,75,"Gasoline","RENAULT","CLIO",13,11,170,"Tourism",11419,950
"49044","A00044912","V01","A00044912-V01","Year 0",0.61,"Maxi",5,5,"Biannual","No","Retired","31547","No",81,0,"F","",50,0,7,1360,74,"Gasoline","CITROEN","C3",9,9,162,"Tourism",12950,1095
"49045","A00044913","V01","A00044913-V01","Year 0",0.5,"Median2",23,23,"Yearly","No","WorkPrivate","80001","No",82,0,"F","",61,0,28,602,29,"Gasoline","CITROEN","2CV 6",41,30,115,"Tourism",3299,560
"49046","A00044914","V01","A00044914-V01","Year 0",0.5,"Maxi",14,1,"Monthly","No","WorkPrivate","37122","No",50,0,"F","",28,0,5,2766,150,"Diesel","CHRYSLER","VOYAGER",7,3,188,"Tourism",37200,1834
"49047","A00044915","V01","A00044915-V01","Year 0",0.85,"Median2",2,1,"Biannual","No","WorkPrivate","83118","Yes",25,24,"M","F",6,6,6,1298,102,"Gasoline","DAIHATSU","SIRION",10,6,180,"Tourism",11500,850
"49048","A00044916","V01","A00044916-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","Retired","13053","Yes",65,68,"M","F",44,47,4,2231,136,"Diesel","TOYOTA","RAV4",5,2,180,"Tourism",30650,1585
"49049","A00044917","V01","A00044917-V01","Year 0",0.5,"Maxi",27,2,"Biannual","No","Retired","80489","No",74,0,"M","",50,0,2,1149,75,"Gasoline","RENAULT","CLIO",4,1,167,"Tourism",14100,1110
"49050","A00044918","V01","A00044918-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","93066","Yes",65,35,"F","F",29,16,7,1360,75,"Gasoline","PEUGEOT","206",13,8,170,"Tourism",11950,950
"49051","A00044919","V01","A00044919-V01","Year 0",0.5,"Maxi",20,4,"Yearly","No","WorkPrivate","13215","No",64,0,"M","",41,0,4,998,68,"Gasoline","PEUGEOT","107",6,1,157,"Tourism",9450,790
"49052","A00044920","V01","A00044920-V01","Year 0",0.5,"Maxi",28,6,"Yearly","No","Retired","49099","No",81,0,"F","",111,0,8,1108,55,"Gasoline","FIAT","PANDA",10,8,140,"Tourism",6165,800
"49053","A00044921","V01","A00044921-V01","Year 0",0.5,"Maxi",2,1,"Yearly","No","WorkPrivate","21338","No",50,0,"M","",32,0,5,1951,112,"Diesel","LAND ROVER","FREELANDER",8,7,164,"Tourism",28460,1555
"49054","A00044922","V01","A00044922-V01","Year 0",0.5,"Maxi",8,2,"Yearly","No","WorkPrivate","22170","Yes",57,57,"M","F",38,38,2,1560,109,"Diesel","CITROEN","C4 PICASSO",3,1,180,"Tourism",28650,1489
"49055","A00044923","V01","A00044923-V01","Year 0",0.5,"Mini",11,11,"Yearly","No","WorkPrivate","08105","Yes",72,69,"M","F",53,47,15,1587,106,"Gasoline","TOYOTA","CARINA",15,14,190,"Tourism",16678,1245
"49056","A00044923","V02","A00044923-V02","Year 0",0.5,"Median1",7,3,"Yearly","No","WorkPrivate","08105","No",72,0,"M","",53,0,7,2184,112,"Diesel","NISSAN","ALMERA TINO",8,5,180,"Tourism",21500,1480
"49057","A00044924","V01","A00044924-V01","Year 0",0.72,"Mini",1,1,"Biannual","No","WorkPrivate","83065","Yes",25,53,"F","F",6,34,10,599,55,"Gasoline","SMART","PASSION",13,9,135,"Tourism",10650,720
"49058","A00044925","V01","A00044925-V01","Year 0",0.68,"Median1",7,1,"Biannual","No","Professional","69271","No",44,0,"M","",25,0,10,2151,109,"Diesel","MERCEDES BENZ","SPRINTER",11,5,133,"Commercial",35880,0
"49059","A00044926","V01","A00044926-V01","Year 0",0.5,"Maxi",31,2,"Yearly","No","Retired","68040","No",81,0,"M","",59,0,2,1390,75,"Gasoline","DACIA","SANDERO",2,1,161,"Tourism",9190,1036
"49060","A00044927","V01","A00044927-V01","Year 0",0.5,"Maxi",13,2,"Biannual","No","Professional","56173","No",56,0,"M","",37,0,3,1995,178,"Diesel","RENAULT","LAGUNA",3,1,218,"Tourism",40200,1539
"49061","A00044928","V01","A00044928-V01","Year 0",0.5,"Maxi",18,1,"Yearly","Yes","Retired","37261","Yes",81,78,"M","F",57,53,3,1124,60,"Gasoline","CITROEN","C3",7,6,157,"Tourism",13350,978
"49062","A00044929","V01","A00044929-V01","Year 0",1,"Median1",3,3,"Yearly","No","WorkPrivate","74264","Yes",48,54,"F","M",28,34,10,1995,101,"Diesel","OPEL","ASTRA",12,9,188,"Tourism",18100,1221
"49063","A00044930","V01","A00044930-V01","Year 0",0.61,"Maxi",11,1,"Monthly","No","WorkPrivate","67379","Yes",44,44,"M","F",23,15,7,1870,108,"Diesel","RENAULT","LAGUNA",10,6,190,"Tourism",23650,1385
"49064","A00044931","V01","A00044931-V01","Year 0",0.5,"Maxi",9,1,"Monthly","No","Retired","64122","Yes",73,77,"F","M",52,57,1,1248,78,"Gasoline","HYUNDAI","I10",2,1,164,"Tourism",11190,930
"49065","A00044932","V01","A00044932-V01","Year 0",0.58,"Maxi",3,3,"Monthly","No","WorkPrivate","21214","No",53,0,"F","",33,0,12,2664,101,"Diesel","NISSAN","PATROL",13,9,144,"Tourism",21530,1841
"49066","A00044933","V01","A00044933-V01","Year 0",0.5,"Median2",4,3,"Yearly","No","WorkPrivate","06018","No",46,0,"M","",27,0,12,1149,59,"Gasoline","RENAULT","TWINGO",13,11,151,"Tourism",8522,823
"49067","A00044934","V01","A00044934-V01","Year 0",0.5,"Maxi",26,2,"Monthly","No","WorkPrivate","33555","No",45,0,"F","",26,0,3,1422,81,"Diesel","SEAT","CORDOBA",3,2,176,"Tourism",14055,1106
"49068","A00044935","V01","A00044935-V01","Year 0",0.6,"Maxi",7,1,"Yearly","No","WorkPrivate","94016","Yes",29,29,"M","F",10,11,3,1461,86,"Diesel","RENAULT","CLIO",6,4,174,"Tourism",17450,1175
"49069","A00044936","V01","A00044936-V01","Year 0",0.54,"Maxi",14,2,"Yearly","No","WorkPrivate","17340","No",45,0,"F","",26,0,2,1560,109,"Diesel","PEUGEOT","308",3,2,185,"Tourism",22100,1407
"49070","A00044937","V01","A00044937-V01","Year 0",0.57,"Maxi",7,1,"Monthly","No","WorkPrivate","06068","No",32,0,"F","",11,0,1,1398,68,"Diesel","CITROEN","C3",1,1,163,"Tourism",17450,1070
"49071","A00044938","V01","A00044938-V01","Year 0",0.5,"Maxi",25,6,"Yearly","No","Retired","95488","No",82,0,"F","",49,0,10,998,60,"Gasoline","NISSAN","MICRA",11,9,150,"Tourism",9990,882
"49072","A00044939","V01","A00044939-V01","Year 0",0.5,"Maxi",12,2,"Biannual","No","WorkPrivate","13001","No",75,0,"F","",52,0,14,1396,90,"Gasoline","HONDA","CIVIC",17,15,172,"Tourism",14925,1115
"49073","A00044940","V01","A00044940-V01","Year 0",0.5,"Maxi",19,1,"Biannual","No","Retired","91064","No",72,0,"M","",47,0,5,1598,112,"Gasoline","RENAULT","MEGANE",6,5,192,"Tourism",19650,1175
"49074","A00044941","V01","A00044941-V01","Year 0",0.5,"Maxi",2,2,"Biannual","No","WorkPrivate","94046","No",38,0,"F","",20,0,2,1108,55,"Gasoline","FIAT","PANDA",8,8,150,"Tourism",9100,840
"49075","A00044942","V01","A00044942-V01","Year 0",0.5,"Median2",26,2,"Yearly","No","WorkPrivate","85091","Yes",48,21,"M","M",30,2,9,1527,58,"Diesel","CITROEN","SAXO",13,11,158,"Tourism",10901,890
"49076","A00044943","V01","A00044943-V01","Year 0",0.5,"Maxi",26,6,"Biannual","No","WorkPrivate","67482","No",53,0,"M","",34,0,7,1124,60,"Gasoline","CITROEN","C2",8,6,158,"Tourism",11200,932
"49077","A00044944","V01","A00044944-V01","Year 0",0.5,"Maxi",2,2,"Yearly","No","WorkPrivate","67519","Yes",67,63,"M","F",47,39,2,1390,123,"Gasoline","VOLKSWAGEN","SCIROCCO",3,1,200,"Tourism",23950,1244
"49078","A00044945","V01","A00044945-V01","Year 0",0.5,"Median1",24,3,"Biannual","No","Retired","33199","No",85,0,"F","",35,0,19,954,45,"Gasoline","PEUGEOT","106",20,18,145,"Tourism",7928,760
"49079","A00044946","V01","A00044946-V01","Year 0",0.85,"Maxi",3,1,"Monthly","No","WorkPrivate","59540","No",50,0,"F","",16,0,1,1390,86,"Gasoline","VOLKSWAGEN","POLO",2,1,177,"Tourism",14950,995
"49080","A00044947","V01","A00044947-V01","Year 0",0.5,"Mini",3,3,"Biannual","No","WorkPrivate","75106","No",57,0,"M","",29,0,21,1998,161,"Gasoline","TOYOTA","CELICA",22,19,220,"Tourism",23927,1255
"49081","A00044948","V01","A00044948-V01","Year 0",0.6,"Maxi",1,1,"Yearly","No","WorkPrivate","14258","No",50,0,"F","",10,0,1,998,68,"Gasoline","CITROEN","C1",3,1,157,"Tourism",10350,800
"49082","A00044949","V01","A00044949-V01","Year 0",0.5,"Median2",3,3,"Biannual","No","WorkPrivate","70400","No",72,0,"F","",37,0,16,1870,66,"Diesel","RENAULT","CLIO",21,15,161,"Tourism",12120,905
"49083","A00044950","V01","A00044950-V01","Year 0",0.8,"Maxi",6,6,"Yearly","No","Professional","75107","No",77,0,"M","",41,0,6,2230,158,"Gasoline","PEUGEOT","407",7,6,220,"Tourism",26900,1555
"49084","A00044951","V01","A00044951-V01","Year 0",0.5,"Maxi",5,3,"Yearly","No","WorkPrivate","40217","Yes",53,21,"M","M",34,111,4,1753,116,"Diesel","FORD","FOCUS",6,4,190,"Tourism",21050,1299
"49085","A00044952","V01","A00044952-V01","Year 0",1,"Maxi",1,1,"Monthly","No","WorkPrivate","31149","Yes",19,50,"F","F",1,32,6,1124,60,"Gasoline","CITROEN","C3",9,6,156,"Tourism",12100,1053
"49086","A00044953","V01","A00044953-V01","Year 0",0.5,"Median1",32,2,"Yearly","No","Retired","29241","No",77,0,"F","",58,0,42,2784,125,"Gasoline","OPEL","ADMIRAL",45,42,170,"Tourism",3138,1370
"49087","A00044954","V01","A00044954-V01","Year 0",0.55,"Maxi",26,3,"Biannual","No","WorkPrivate","38111","Yes",51,50,"M","F",32,29,6,2688,164,"Diesel","MERCEDES BENZ","ML270",12,6,185,"Tourism",49310,2045
"49088","A00044955","V01","A00044955-V01","Year 0",0.5,"Maxi",25,6,"Yearly","No","WorkPrivate","86070","No",76,0,"M","",53,0,17,1794,94,"Gasoline","RENAULT","LAGUNA",18,16,180,"Tourism",18936,1225
"49089","A00044956","V01","A00044956-V01","Year 0",0.76,"Maxi",7,1,"Yearly","No","WorkPrivate","35139","No",41,0,"F","",19,0,1,1248,78,"Gasoline","HYUNDAI","I10",3,1,164,"Tourism",11090,930
"49090","A00044957","V01","A00044957-V01","Year 0",0.5,"Maxi",26,6,"Monthly","No","WorkPrivate","37276","Yes",71,63,"M","F",45,41,10,1390,98,"Gasoline","RENAULT","CLIO",10,8,186,"Tourism",12450,980
"49091","A00044958","V01","A00044958-V01","Year 0",0.58,"Maxi",9,2,"Quarterly","No","WorkPrivate","63198","No",56,0,"F","",31,0,6,1461,82,"Diesel","RENAULT","MODUS",7,6,168,"Commercial",16750,1185
"49092","A00044959","V01","A00044959-V01","Year 0",0.5,"Maxi",28,3,"Biannual","No","Retired","33080","No",76,0,"M","",49,0,3,998,68,"Gasoline","CITROEN","C1",6,2,157,"Tourism",8700,845
"49093","A00044960","V01","A00044960-V01","Year 0",0.5,"Median1",6,1,"Yearly","Yes","Retired","49223","Yes",78,19,"F","F",47,111,6,1108,55,"Gasoline","FIAT","PANDA",8,5,150,"Tourism",9145,840
